anio	comuna	codigo_comuna	region	id_region	habitantes	indice_de_desarrollo_humano	indice_pobreza_multidimensional	v	v_ranking	v_cat	v1	v1_cat	v3	v3_cat	v2	v2_cat	v_gauge	v1_gauge	v2_gauge	v3_gauge
2025	Osorno	10301	Los Lagos	10	166455	0.635	0.142	0.578	55	ALTO	0.604	ALTO	0.504	MEDIO BAJO	0.625	ALTO	0.817	0.849	0.875	0.442
2025	Puerto Octay	10302	Los Lagos	10	8865	0.512	0.307	NA	NA	NA	0.417	BAJO	NA	NA	0.4	BAJO	NA	0.25	0.185	NA
2025	Purranque	10303	Los Lagos	10	19542	0.544	0.258	0.488	173	MEDIO BAJO	0.497	MEDIO ALTO	0.508	MEDIO BAJO	0.458	MEDIO BAJO	0.398	0.517	0.401	0.462
2025	Puyehue	10304	Los Lagos	10	11712	0.539	0.239	0.49	171	MEDIO BAJO	0.441	MEDIO BAJO	0.552	MEDIO ALTO	0.479	MEDIO BAJO	0.401	0.324	0.5	0.743
2025	Río Negro	10305	Los Lagos	10	13874	0.561	0.23	0.493	165	MEDIO BAJO	0.457	MEDIO BAJO	0.543	MEDIO ALTO	0.479	MEDIO BAJO	0.423	0.402	0.5	0.69
2025	San Juan de la Costa	10306	Los Lagos	10	7776	0.302	0.389	NA	NA	NA	0.345	BAJO	NA	NA	0.54	MEDIO ALTO	NA	0.008	0.688	NA
2025	San Pablo	10307	Los Lagos	10	10883	0.568	0.255	NA	NA	NA	0.454	MEDIO BAJO	NA	NA	0.388	BAJO	NA	0.381	0.125	NA
2025	Chaitén	10401	Los Lagos	10	4025	0.602	0.247	NA	NA	NA	0.489	MEDIO BAJO	NA	NA	0.359	BAJO	NA	0.488	0.048	NA
2025	Futaleufú	10402	Los Lagos	10	3062	0.565	0.227	0.443	234	BAJO	0.567	MEDIO ALTO	0.381	BAJO	0.38	BAJO	0.181	0.733	0.099	0.111
2025	Hualaihue	10403	Los Lagos	10	9480	0.561	0.262	NA	NA	NA	0.389	BAJO	NA	NA	0.409	BAJO	NA	0.135	0.199	NA
2025	Palena	10404	Los Lagos	10	1903	0.616	0.205	NA	NA	NA	0.532	MEDIO ALTO	NA	NA	0.397	BAJO	NA	0.651	0.139	NA
2025	Coyhaique	11101	Aysén del General Carlos Ibáñez del Campo	11	57823	0.7	0.14	0.552	81	MEDIO ALTO	0.582	ALTO	0.538	MEDIO ALTO	0.537	MEDIO ALTO	0.722	0.785	0.679	0.641
2025	Lago Verde	11102	Aysén del General Carlos Ibáñez del Campo	11	779	0.632	0.18	NA	NA	NA	0.49	MEDIO BAJO	NA	NA	0.4	BAJO	NA	0.494	0.185	NA
2025	Aisén	11201	Aysén del General Carlos Ibáñez del Campo	11	23170	0.658	0.128	0.557	75	MEDIO ALTO	0.57	MEDIO ALTO	0.536	MEDIO ALTO	0.566	MEDIO ALTO	0.743	0.741	0.75	0.637
2025	Cisnes	11202	Aysén del General Carlos Ibáñez del Campo	11	5137	0.644	0.123	0.555	79	MEDIO ALTO	0.586	ALTO	0.65	ALTO	0.429	MEDIO BAJO	0.729	0.797	0.285	0.958
2025	Guaitecas	11203	Aysén del General Carlos Ibáñez del Campo	11	1598	0.527	0.222	NA	NA	NA	0.425	MEDIO BAJO	NA	NA	0.467	MEDIO BAJO	NA	0.271	0.43	NA
2025	Cochrane	11301	Aysén del General Carlos Ibáñez del Campo	11	3458	0.657	0.143	0.497	157	MEDIO BAJO	0.553	MEDIO ALTO	0.539	MEDIO ALTO	0.4	BAJO	0.451	0.689	0.185	0.662
2025	O'Higgins	11302	Aysén del General Carlos Ibáñez del Campo	11	647	0.664	0.121	NA	NA	NA	0.587	ALTO	NA	NA	0.47	MEDIO BAJO	NA	0.799	0.456	NA
2025	Tortel	11303	Aysén del General Carlos Ibáñez del Campo	11	505	0.581	0.123	NA	NA	NA	0.365	BAJO	NA	NA	0.42	BAJO	NA	0.062	0.25	NA
2025	Chile Chico	11401	Aysén del General Carlos Ibáñez del Campo	11	4905	0.6	0.163	0.483	182	MEDIO BAJO	0.489	MEDIO BAJO	0.559	ALTO	0.4	BAJO	0.366	0.488	0.185	0.771
2025	Río Ibáñez	11402	Aysén del General Carlos Ibáñez del Campo	11	2723	0.536	0.188	NA	NA	NA	0.492	MEDIO ALTO	NA	NA	0.479	MEDIO BAJO	NA	0.506	0.5	NA
2025	Punta Arenas	12101	Magallanes y de la Antártica Chilena	12	132363	0.711	0.071	0.587	41	ALTO	0.647	ALTO	0.479	MEDIO BAJO	0.636	ALTO	0.859	0.93	0.893	0.318
2025	Laguna Blanca	12102	Magallanes y de la Antártica Chilena	12	269	0.733	0.004	NA	NA	NA	0.424	MEDIO BAJO	NA	NA	0.4	BAJO	NA	0.268	0.185	NA
2025	Río Verde	12103	Magallanes y de la Antártica Chilena	12	102	NA	0.001	NA	NA	NA	0.342	BAJO	NA	NA	0.339	BAJO	NA	0.003	0.028	NA
2025	San Gregorio	12104	Magallanes y de la Antártica Chilena	12	241	0.637	0.094	NA	NA	NA	0.512	MEDIO ALTO	NA	NA	0.482	MEDIO ALTO	NA	0.587	0.509	NA
2025	Cabo de Hornos	12201	Magallanes y de la Antártica Chilena	12	1750	0.791	0.016	NA	NA	NA	0.487	MEDIO BAJO	NA	NA	0.438	MEDIO BAJO	NA	0.482	0.323	NA
2025	Porvenir	12301	Magallanes y de la Antártica Chilena	12	6809	0.734	0.124	0.541	100	MEDIO ALTO	0.595	ALTO	0.599	ALTO	0.429	MEDIO BAJO	0.655	0.831	0.285	0.892
2025	Primavera	12302	Magallanes y de la Antártica Chilena	12	431	0.743	0.08	NA	NA	NA	0.426	MEDIO BAJO	NA	NA	0.339	BAJO	NA	0.28	0.028	NA
2025	Timaukel	12303	Magallanes y de la Antártica Chilena	12	157	NA	0.034	NA	NA	NA	0.542	MEDIO ALTO	NA	NA	0.441	MEDIO BAJO	NA	0.666	0.34	NA
2025	Natales	12401	Magallanes y de la Antártica Chilena	12	24152	0.65	0.046	0.52	126	MEDIO ALTO	0.645	ALTO	0.445	BAJO	0.47	MEDIO BAJO	0.56	0.927	0.456	0.219
2025	Torres del Paine	12402	Magallanes y de la Antártica Chilena	12	203	NA	0.033	NA	NA	NA	0.966	ALTO	NA	NA	0.528	MEDIO ALTO	NA	1	0.649	NA
2025	Santiago	13101	Metropolitana de Santiago	13	438856	0.662	0.165	0.593	33	ALTO	0.684	ALTO	0.478	MEDIO BAJO	0.616	ALTO	0.891	0.968	0.86	0.308
2025	Cerrillos	13102	Metropolitana de Santiago	13	85041	0.633	0.226	0.568	64	ALTO	0.597	ALTO	0.521	MEDIO ALTO	0.587	ALTO	0.778	0.834	0.804	0.542
2025	Cerro Navia	13103	Metropolitana de Santiago	13	127250	0.521	0.23	0.566	67	ALTO	0.554	MEDIO ALTO	0.567	ALTO	0.578	ALTO	0.768	0.695	0.786	0.792
2025	Conchalí	13104	Metropolitana de Santiago	13	121587	0.587	0.187	0.556	77	MEDIO ALTO	0.586	ALTO	0.527	MEDIO ALTO	0.555	MEDIO ALTO	0.732	0.797	0.717	0.585
2025	El Bosque	13105	Metropolitana de Santiago	13	155257	0.572	0.175	0.542	98	MEDIO ALTO	0.578	ALTO	0.5	MEDIO BAJO	0.549	MEDIO ALTO	0.662	0.773	0.708	0.428
2025	Estación Central	13106	Metropolitana de Santiago	13	181049	0.594	0.228	0.525	115	MEDIO ALTO	0.63	ALTO	0.468	MEDIO BAJO	0.476	MEDIO BAJO	0.602	0.901	0.468	0.267
2025	Huechuraba	13107	Metropolitana de Santiago	13	101808	0.75	0.186	0.584	48	ALTO	0.59	ALTO	0.597	ALTO	0.566	MEDIO ALTO	0.835	0.808	0.75	0.889
2025	Independencia	13108	Metropolitana de Santiago	13	116943	0.576	0.224	NA	NA	NA	0.619	ALTO	0.583	ALTO	NA	NA	NA	0.878	NA	0.844
2025	La Cisterna	13109	Metropolitana de Santiago	13	103157	0.66	0.135	0.632	11	ALTO	0.668	ALTO	0.553	MEDIO ALTO	0.674	ALTO	0.965	0.945	0.94	0.75
2025	La Florida	13110	Metropolitana de Santiago	13	374836	0.701	0.132	0.637	8	ALTO	0.645	ALTO	0.53	MEDIO ALTO	0.735	ALTO	0.979	0.927	0.985	0.595
2025	La Granja	13111	Metropolitana de Santiago	13	112022	0.568	0.223	0.607	21	ALTO	0.565	MEDIO ALTO	0.6	ALTO	0.657	ALTO	0.93	0.715	0.92	0.896
2025	La Pintana	13112	Metropolitana de Santiago	13	175421	0.498	0.27	0.524	119	MEDIO ALTO	0.427	MEDIO BAJO	0.549	MEDIO ALTO	0.595	ALTO	0.588	0.286	0.824	0.736
2025	La Reina	13113	Metropolitana de Santiago	13	89870	0.862	0.049	0.634	10	ALTO	0.644	ALTO	0.525	MEDIO ALTO	0.732	ALTO	0.968	0.919	0.982	0.563
2025	Las Condes	13114	Metropolitana de Santiago	13	296134	0.936	0.044	0.669	2	ALTO	0.719	ALTO	0.565	ALTO	0.724	ALTO	0.996	0.985	0.973	0.788
2025	Lo Barnechea	13115	Metropolitana de Santiago	13	112620	0.909	0.109	0.623	16	ALTO	0.583	ALTO	0.553	MEDIO ALTO	0.732	ALTO	0.947	0.788	0.982	0.75
2025	Lo Espejo	13116	Metropolitana de Santiago	13	87295	0.5	0.288	0.504	144	MEDIO BAJO	0.512	MEDIO ALTO	0.485	MEDIO BAJO	0.517	MEDIO ALTO	0.5	0.587	0.601	0.336
2025	Lo Prado	13117	Metropolitana de Santiago	13	91290	0.58	0.193	0.538	102	MEDIO ALTO	0.578	ALTO	0.5	MEDIO BAJO	0.537	MEDIO ALTO	0.644	0.773	0.679	0.428
2025	Macul	13118	Metropolitana de Santiago	13	123800	0.732	0.134	0.59	40	ALTO	0.672	ALTO	0.49	MEDIO BAJO	0.607	ALTO	0.866	0.948	0.836	0.363
2025	Maipú	13119	Metropolitana de Santiago	13	503635	0.7	0.148	0.625	15	ALTO	0.624	ALTO	0.497	MEDIO BAJO	0.753	ALTO	0.954	0.884	0.997	0.401
2025	Ñuñoa	13120	Metropolitana de Santiago	13	241467	0.858	0.052	0.668	3	ALTO	0.762	ALTO	0.499	MEDIO BAJO	0.744	ALTO	0.993	0.991	0.994	0.414
2025	Pedro Aguirre Cerda	13121	Metropolitana de Santiago	13	96062	0.564	0.202	0.635	9	ALTO	0.579	ALTO	0.632	ALTO	0.694	ALTO	0.972	0.782	0.952	0.948
2025	Peñalolén	13122	Metropolitana de Santiago	13	236478	0.702	0.166	0.586	44	ALTO	0.571	MEDIO ALTO	0.493	MEDIO BAJO	0.694	ALTO	0.849	0.75	0.952	0.377
2025	Providencia	13123	Metropolitana de Santiago	13	143974	0.886	0.043	0.679	1	ALTO	0.778	ALTO	0.526	MEDIO ALTO	0.732	ALTO	1	0.994	0.982	0.57
2025	Pudahuel	13124	Metropolitana de Santiago	13	227820	0.644	0.169	0.626	13	ALTO	0.594	ALTO	0.539	MEDIO ALTO	0.744	ALTO	0.958	0.826	0.994	0.662
2025	Quilicura	13125	Metropolitana de Santiago	13	205624	0.656	0.17	0.565	68	ALTO	0.576	ALTO	0.533	MEDIO ALTO	0.587	ALTO	0.764	0.762	0.804	0.616
2025	Quinta Normal	13126	Metropolitana de Santiago	13	129351	0.604	0.197	0.619	17	ALTO	0.602	ALTO	0.511	MEDIO BAJO	0.744	ALTO	0.944	0.843	0.994	0.479
2025	Recoleta	13127	Metropolitana de Santiago	13	154615	0.59	0.212	0.592	36	ALTO	0.575	ALTO	0.575	ALTO	0.625	ALTO	0.884	0.756	0.875	0.819
2025	Renca	13128	Metropolitana de Santiago	13	143622	0.585	0.195	0.525	117	MEDIO ALTO	0.561	MEDIO ALTO	0.458	BAJO	0.555	MEDIO ALTO	0.602	0.706	0.717	0.247
2025	San Joaquín	13129	Metropolitana de Santiago	13	95602	0.611	0.196	0.58	52	ALTO	0.591	ALTO	0.424	BAJO	0.724	ALTO	0.824	0.811	0.973	0.163
2025	San Miguel	13130	Metropolitana de Santiago	13	150829	0.727	0.129	0.606	22	ALTO	0.701	ALTO	0.522	MEDIO ALTO	0.595	ALTO	0.926	0.971	0.824	0.553
2025	San Ramón	13131	Metropolitana de Santiago	13	76002	0.54	0.192	0.541	99	MEDIO ALTO	0.529	MEDIO ALTO	0.697	ALTO	0.397	BAJO	0.655	0.634	0.139	0.983
2025	Vitacura	13132	Metropolitana de Santiago	13	86420	0.961	0.024	0.637	7	ALTO	0.703	ALTO	0.547	MEDIO ALTO	0.662	ALTO	0.979	0.977	0.923	0.718
2025	Puente Alto	13201	Metropolitana de Santiago	13	568086	0.662	0.189	0.61	20	ALTO	0.593	ALTO	0.513	MEDIO BAJO	0.724	ALTO	0.933	0.82	0.973	0.5
2025	Pirque	13202	Metropolitana de Santiago	13	29060	0.697	0.194	0.527	110	MEDIO ALTO	0.442	MEDIO BAJO	0.595	ALTO	0.546	MEDIO ALTO	0.616	0.336	0.693	0.875
2025	San José de Maipo	13203	Metropolitana de Santiago	13	17441	0.66	0.244	0.466	208	MEDIO BAJO	0.417	BAJO	0.503	MEDIO BAJO	0.479	MEDIO BAJO	0.271	0.25	0.5	0.438
2025	Colina	13301	Metropolitana de Santiago	13	173293	0.745	0.246	0.587	43	ALTO	0.549	MEDIO ALTO	0.557	ALTO	0.654	ALTO	0.859	0.68	0.911	0.767
2025	Lampa	13302	Metropolitana de Santiago	13	145160	0.648	0.256	0.568	65	ALTO	0.503	MEDIO ALTO	0.526	MEDIO ALTO	0.674	ALTO	0.778	0.541	0.94	0.57
2025	Til Til	13303	Metropolitana de Santiago	13	19742	0.664	0.289	0.413	259	BAJO	0.509	MEDIO ALTO	0.238	BAJO	0.49	MEDIO ALTO	0.094	0.564	0.539	0.024
2025	San Bernardo	13401	Metropolitana de Santiago	13	306371	0.606	0.187	0.592	35	ALTO	0.554	MEDIO ALTO	0.536	MEDIO ALTO	0.686	ALTO	0.884	0.695	0.943	0.637
2025	Buin	13402	Metropolitana de Santiago	13	116969	0.655	0.191	0.544	94	MEDIO ALTO	0.521	MEDIO ALTO	0.496	MEDIO BAJO	0.616	ALTO	0.673	0.616	0.86	0.39
2025	Calera de Tango	13403	Metropolitana de Santiago	13	25491	0.699	0.186	0.501	152	MEDIO BAJO	0.477	MEDIO BAJO	0.498	MEDIO BAJO	0.528	MEDIO ALTO	0.475	0.452	0.649	0.411
2025	Paine	13404	Metropolitana de Santiago	13	78828	0.598	0.209	0.523	120	MEDIO ALTO	0.437	MEDIO BAJO	0.576	ALTO	0.557	MEDIO ALTO	0.581	0.312	0.735	0.823
2025	Melipilla	13501	Metropolitana de Santiago	13	136325	0.573	0.228	0.551	83	MEDIO ALTO	0.475	MEDIO BAJO	0.545	MEDIO ALTO	0.633	ALTO	0.711	0.438	0.884	0.701
2025	Alhué	13502	Metropolitana de Santiago	13	7768	0.6	0.291	0.486	178	MEDIO BAJO	0.681	ALTO	0.336	BAJO	0.441	MEDIO BAJO	0.38	0.959	0.34	0.08
2025	Curacaví	13503	Metropolitana de Santiago	13	35165	0.618	0.258	0.547	90	MEDIO ALTO	0.448	MEDIO BAJO	0.597	ALTO	0.595	ALTO	0.687	0.354	0.824	0.889
2025	María Pinto	13504	Metropolitana de Santiago	13	15352	0.607	0.272	NA	NA	NA	0.526	MEDIO ALTO	NA	NA	0.488	MEDIO ALTO	NA	0.628	0.524	NA
2025	San Pedro	13505	Metropolitana de Santiago	13	11108	0.534	0.319	NA	NA	NA	0.38	BAJO	NA	NA	0.528	MEDIO ALTO	NA	0.104	0.649	NA
2025	Talagante	13601	Metropolitana de Santiago	13	76429	0.65	0.17	0.592	34	ALTO	0.538	MEDIO ALTO	0.582	ALTO	0.657	ALTO	0.884	0.66	0.92	0.84
2025	El Monte	13602	Metropolitana de Santiago	13	37497	0.594	0.23	0.478	190	MEDIO BAJO	0.513	MEDIO ALTO	0.5	MEDIO BAJO	0.42	BAJO	0.338	0.596	0.25	0.428
2025	Isla de Maipo	13603	Metropolitana de Santiago	13	39274	0.628	0.229	0.439	240	BAJO	0.49	MEDIO BAJO	0.328	BAJO	0.499	MEDIO ALTO	0.16	0.494	0.562	0.066
2025	Padre Hurtado	13604	Metropolitana de Santiago	13	81243	0.655	0.196	0.545	93	MEDIO ALTO	0.595	ALTO	0.621	ALTO	0.42	BAJO	0.676	0.831	0.25	0.944
2025	Peñaflor	13605	Metropolitana de Santiago	13	94402	0.661	0.151	0.601	26	ALTO	0.578	ALTO	0.588	ALTO	0.636	ALTO	0.915	0.773	0.893	0.854
2025	Valdivia	14101	Los Ríos	14	170043	0.678	0.139	0.602	24	ALTO	0.626	ALTO	0.465	MEDIO BAJO	0.715	ALTO	0.919	0.89	0.964	0.26
2025	Corral	14102	Los Ríos	14	5501	0.507	0.232	0.367	277	BAJO	0.4	BAJO	0.223	BAJO	0.479	MEDIO BAJO	0.031	0.174	0.5	0.017
2025	Lanco	14103	Los Ríos	14	16876	0.53	0.156	0.548	89	MEDIO ALTO	0.487	MEDIO BAJO	0.619	ALTO	0.537	MEDIO ALTO	0.694	0.482	0.679	0.941
2025	Los Lagos	14104	Los Ríos	14	21431	0.512	0.241	0.501	153	MEDIO BAJO	0.435	MEDIO BAJO	0.605	ALTO	0.461	MEDIO BAJO	0.475	0.307	0.419	0.913
2025	Mafil	14105	Los Ríos	14	8074	0.538	0.229	0.407	263	BAJO	0.477	MEDIO BAJO	0.347	BAJO	0.397	BAJO	0.08	0.452	0.139	0.09
2025	Mariquina	14106	Los Ríos	14	22973	0.516	0.266	0.457	219	BAJO	0.477	MEDIO BAJO	0.472	MEDIO BAJO	0.42	BAJO	0.236	0.452	0.25	0.288
2025	Paillaco	14107	Los Ríos	14	19802	0.529	0.172	0.498	156	MEDIO BAJO	0.472	MEDIO BAJO	0.473	MEDIO BAJO	0.549	MEDIO ALTO	0.454	0.432	0.708	0.291
2025	Panguipulli	14108	Los Ríos	14	35098	0.482	0.251	0.508	138	MEDIO ALTO	0.451	MEDIO BAJO	0.545	MEDIO ALTO	0.528	MEDIO ALTO	0.518	0.36	0.649	0.701
2025	La Unión	14201	Los Ríos	14	38907	0.579	0.186	0.541	101	MEDIO ALTO	0.55	MEDIO ALTO	0.497	MEDIO BAJO	0.575	ALTO	0.655	0.686	0.759	0.401
2025	Futrono	14202	Los Ríos	14	15635	0.493	0.191	0.504	145	MEDIO BAJO	0.403	BAJO	0.491	MEDIO BAJO	0.619	ALTO	0.5	0.185	0.866	0.373
2025	Lago Ranco	14203	Los Ríos	14	10527	0.459	0.354	0.488	175	MEDIO BAJO	0.387	BAJO	0.498	MEDIO BAJO	0.578	ALTO	0.398	0.129	0.786	0.411
2025	Río Bueno	14204	Los Ríos	14	33363	0.623	0.21	0.548	88	MEDIO ALTO	0.491	MEDIO BAJO	0.618	ALTO	0.534	MEDIO ALTO	0.694	0.5	0.652	0.938
2025	Arica	15101	Arica y Parinacota	15	241653	0.633	0.183	0.586	45	ALTO	0.57	MEDIO ALTO	0.572	ALTO	0.616	ALTO	0.849	0.741	0.86	0.806
2025	Camarones	15102	Arica y Parinacota	15	861	0.58	0.37	NA	NA	NA	0.372	BAJO	NA	NA	0.429	MEDIO BAJO	NA	0.093	0.285	NA
2025	Putre	15201	Arica y Parinacota	15	1547	NA	0.309	NA	NA	NA	0.364	BAJO	NA	NA	0.409	BAJO	NA	0.059	0.199	NA
2025	General Lagos	15202	Arica y Parinacota	15	508	NA	0.586	NA	NA	NA	0.377	BAJO	NA	NA	0.488	MEDIO ALTO	NA	0.098	0.524	NA
2025	Chillán	16101	Ñuble	16	190382	0.646	0.127	0.591	38	ALTO	0.641	ALTO	0.556	ALTO	0.575	ALTO	0.873	0.913	0.759	0.76
2025	Bulnes	16102	Ñuble	16	23863	0.548	0.101	0.46	214	BAJO	0.474	MEDIO BAJO	0.448	BAJO	0.458	MEDIO BAJO	0.25	0.435	0.401	0.226
2025	Chillán Viejo	16103	Ñuble	16	32688	0.613	0.152	0.527	112	MEDIO ALTO	0.452	MEDIO BAJO	0.571	ALTO	0.557	MEDIO ALTO	0.616	0.366	0.735	0.802
2025	El Carmen	16104	Ñuble	16	13186	0.472	0.19	0.447	228	BAJO	0.372	BAJO	0.491	MEDIO BAJO	0.479	MEDIO BAJO	0.201	0.093	0.5	0.373
2025	Pemuco	16105	Ñuble	16	8930	0.497	0.201	0.493	166	MEDIO BAJO	0.418	MEDIO BAJO	0.601	ALTO	0.458	MEDIO BAJO	0.423	0.256	0.401	0.899
2025	Pinto	16106	Ñuble	16	12502	0.521	0.225	0.499	154	MEDIO BAJO	0.491	MEDIO BAJO	0.577	ALTO	0.429	MEDIO BAJO	0.461	0.5	0.285	0.826
2025	Quillón	16107	Ñuble	16	19165	0.529	0.12	0.495	160	MEDIO BAJO	0.487	MEDIO BAJO	0.529	MEDIO ALTO	0.47	MEDIO BAJO	0.44	0.482	0.456	0.588
2025	San Ignacio	16108	Ñuble	16	17405	0.437	0.216	0.451	224	BAJO	0.397	BAJO	0.536	MEDIO ALTO	0.42	BAJO	0.219	0.16	0.25	0.637
2025	Yungay	16109	Ñuble	16	18680	0.569	0.128	0.46	215	BAJO	0.486	MEDIO BAJO	0.424	BAJO	0.47	MEDIO BAJO	0.25	0.47	0.456	0.163
2025	Quirihue	16201	Ñuble	16	11746	0.554	0.189	0.426	251	BAJO	0.416	BAJO	0.442	BAJO	0.42	BAJO	0.122	0.239	0.25	0.205
2025	Cobquecura	16202	Ñuble	16	5495	0.506	0.243	0.399	268	BAJO	0.454	MEDIO BAJO	0.321	BAJO	0.42	BAJO	0.069	0.381	0.25	0.059
2025	Coelemu	16203	Ñuble	16	15895	0.566	0.184	0.459	216	BAJO	0.499	MEDIO ALTO	0.44	BAJO	0.438	MEDIO BAJO	0.243	0.532	0.323	0.201
2025	Ninhue	16204	Ñuble	16	5763	0.436	0.214	0.446	230	BAJO	0.393	BAJO	0.546	MEDIO ALTO	0.4	BAJO	0.194	0.152	0.185	0.711
2025	Portezuelo	16205	Ñuble	16	5203	0.444	0.208	NA	NA	NA	0.381	BAJO	NA	NA	0.388	BAJO	NA	0.107	0.125	NA
2025	Ranquil	16206	Ñuble	16	6508	0.578	0.155	0.408	262	BAJO	0.417	BAJO	0.347	BAJO	0.461	MEDIO BAJO	0.083	0.25	0.419	0.09
2025	Treguaco	16207	Ñuble	16	6124	0.487	0.188	NA	NA	NA	0.399	BAJO	NA	NA	0.38	BAJO	NA	0.163	0.099	NA
2025	San Carlos	16301	Ñuble	16	55847	0.549	0.151	0.487	176	MEDIO BAJO	0.481	MEDIO BAJO	0.503	MEDIO BAJO	0.476	MEDIO BAJO	0.384	0.461	0.468	0.438
2025	Coihueco	16302	Ñuble	16	29766	0.496	0.245	0.479	187	MEDIO BAJO	0.378	BAJO	0.561	ALTO	0.499	MEDIO ALTO	0.345	0.101	0.562	0.778
2025	Ñiquén	16303	Ñuble	16	12797	0.582	0.192	0.359	280	BAJO	0.361	BAJO	0.268	BAJO	0.45	MEDIO BAJO	0.021	0.048	0.372	0.028
2025	San Fabián	16304	Ñuble	16	5245	0.503	0.15	0.38	275	BAJO	0.457	MEDIO BAJO	0.302	BAJO	0.38	BAJO	0.038	0.402	0.099	0.056
2025	San Nicolás	16305	Ñuble	16	15099	0.546	0.197	0.513	133	MEDIO ALTO	0.369	BAJO	0.663	ALTO	0.508	MEDIO ALTO	0.535	0.076	0.583	0.972
