anio	codigo_comuna	comuna	tipo_comuna	id_region	region	habitantes	indice_de_desarrollo_humano	indice_pobreza_multidimensional	v	v_ranking	v_cat	v1	v2	v3	v1_ranking	v2_ranking	v3_ranking	v1_cat	v2_cat	v3_cat	v_gauge	v1_gauge	v2_gauge	v3_gauge
2024	12302	Primavera	Rural	12	Magallanes y de la Antártica Chilena	431	0.743	0.08	NA	NA	NA	0.373	0.366	NA	319	322	NA	BAJO	BAJO	NA	NA	0.078	0.08	NA
2024	12303	Timaukel	Rural	12	Magallanes y de la Antártica Chilena	157	NA	0.034	NA	NA	NA	0.437	0.385	NA	233	305	NA	MEDIO BAJO	BAJO	NA	NA	0.326	0.121	NA
2024	12401	Natales	Rural	12	Magallanes y de la Antártica Chilena	24152	0.65	0.046	0.527	129	MEDIO ALTO	0.672	0.52	0.388	18	132	265	ALTO	MEDIO ALTO	BAJO	0.573	0.951	0.619	0.122
2024	12402	Torres del Paine	Rural	12	Magallanes y de la Antártica Chilena	203	NA	0.033	NA	NA	NA	0.417	0.501	NA	255	155	NA	MEDIO BAJO	MEDIO ALTO	NA	NA	0.262	0.552	NA
2024	13101	Santiago	Urbano	13	Metropolitana de Santiago	438856	0.662	0.165	0.56	66	ALTO	0.656	0.607	0.417	23	58	252	ALTO	ALTO	BAJO	0.783	0.936	0.834	0.164
2024	13102	Cerrillos	Urbano	13	Metropolitana de Santiago	85041	0.633	0.226	0.538	109	MEDIO ALTO	0.608	0.554	0.453	53	93	217	ALTO	MEDIO ALTO	MEDIO BAJO	0.647	0.849	0.735	0.28
2024	13103	Cerro Navia	Urbano	13	Metropolitana de Santiago	127250	0.521	0.23	0.546	87	MEDIO ALTO	0.552	0.573	0.513	107	78	137	MEDIO ALTO	ALTO	MEDIO ALTO	0.713	0.692	0.776	0.548
2024	13104	Conchalí	Urbano	13	Metropolitana de Santiago	121587	0.587	0.187	0.51	153	MEDIO BAJO	0.582	0.507	0.44	75	152	229	ALTO	MEDIO ALTO	BAJO	0.497	0.785	0.561	0.24
2024	13105	El Bosque	Urbano	13	Metropolitana de Santiago	155257	0.572	0.175	0.56	67	ALTO	0.582	0.615	0.481	76	50	182	ALTO	ALTO	MEDIO BAJO	0.783	0.785	0.858	0.397
2024	13106	Estación Central	Urbano	13	Metropolitana de Santiago	181049	0.594	0.228	0.544	94	MEDIO ALTO	0.604	0.554	0.474	56	94	188	ALTO	MEDIO ALTO	MEDIO BAJO	0.69	0.84	0.735	0.38
2024	13107	Huechuraba	Urbano	13	Metropolitana de Santiago	101808	0.75	0.186	0.571	51	ALTO	0.574	0.557	0.581	88	90	52	MEDIO ALTO	MEDIO ALTO	ALTO	0.833	0.747	0.741	0.834
2024	13108	Independencia	Urbano	13	Metropolitana de Santiago	116943	0.576	0.224	0.558	71	ALTO	0.581	0.554	0.539	77	95	108	ALTO	MEDIO ALTO	MEDIO ALTO	0.767	0.779	0.735	0.647
2024	13109	La Cisterna	Urbano	13	Metropolitana de Santiago	103157	0.66	0.135	0.555	77	MEDIO ALTO	0.698	0.528	0.438	13	124	232	ALTO	MEDIO ALTO	BAJO	0.747	0.965	0.645	0.23
2024	13110	La Florida	Urbano	13	Metropolitana de Santiago	374836	0.701	0.132	0.56	68	ALTO	0.648	0.615	0.415	28	51	256	ALTO	ALTO	BAJO	0.783	0.924	0.858	0.151
2024	13111	La Granja	Urbano	13	Metropolitana de Santiago	112022	0.568	0.223	0.585	32	ALTO	0.572	0.592	0.591	93	67	41	MEDIO ALTO	ALTO	ALTO	0.897	0.733	0.808	0.87
2024	13112	La Pintana	Urbano	13	Metropolitana de Santiago	175421	0.498	0.27	0.513	142	MEDIO ALTO	0.437	0.552	0.551	234	104	93	MEDIO BAJO	MEDIO ALTO	MEDIO ALTO	0.53	0.326	0.701	0.699
2024	13113	La Reina	Urbano	13	Metropolitana de Santiago	89870	0.862	0.049	0.614	13	ALTO	0.648	0.769	0.426	29	2	243	ALTO	ALTO	BAJO	0.96	0.924	0.997	0.194
2024	13114	Las Condes	Urbano	13	Metropolitana de Santiago	296134	0.936	0.044	0.69	1	ALTO	0.708	0.788	0.574	9	1	60	ALTO	ALTO	ALTO	1	0.977	1	0.808
2024	13115	Lo Barnechea	Urbano	13	Metropolitana de Santiago	112620	0.909	0.109	0.59	29	ALTO	0.573	0.615	0.582	91	52	50	MEDIO ALTO	ALTO	ALTO	0.907	0.738	0.858	0.841
2024	13116	Lo Espejo	Urbano	13	Metropolitana de Santiago	87295	0.5	0.288	0.54	103	MEDIO ALTO	0.501	0.57	0.549	158	85	95	MEDIO ALTO	ALTO	MEDIO ALTO	0.66	0.547	0.756	0.692
2024	13117	Lo Prado	Urbano	13	Metropolitana de Santiago	91290	0.58	0.193	0.484	186	MEDIO BAJO	0.571	0.528	0.352	95	125	276	MEDIO ALTO	MEDIO ALTO	BAJO	0.387	0.727	0.645	0.086
2024	13118	Macul	Urbano	13	Metropolitana de Santiago	123800	0.732	0.134	0.559	69	ALTO	0.67	0.538	0.469	19	114	194	ALTO	MEDIO ALTO	MEDIO BAJO	0.773	0.948	0.674	0.357
2024	13119	Maipú	Urbano	13	Metropolitana de Santiago	503635	0.7	0.148	0.548	83	MEDIO ALTO	0.617	0.626	0.402	46	43	261	ALTO	ALTO	BAJO	0.727	0.869	0.878	0.135
2024	13120	Ñuñoa	Urbano	13	Metropolitana de Santiago	241467	0.858	0.052	0.622	8	ALTO	0.761	0.69	0.416	5	12	253	ALTO	ALTO	BAJO	0.977	0.988	0.968	0.161
2024	13121	Pedro Aguirre Cerda	Urbano	13	Metropolitana de Santiago	96062	0.564	0.202	0.608	14	ALTO	0.579	0.66	0.586	81	25	46	ALTO	ALTO	ALTO	0.957	0.767	0.93	0.854
2024	13122	Peñalolén	Urbano	13	Metropolitana de Santiago	236478	0.702	0.166	0.558	72	ALTO	0.566	0.69	0.419	98	13	250	MEDIO ALTO	ALTO	BAJO	0.767	0.718	0.968	0.171
2024	13123	Providencia	Urbano	13	Metropolitana de Santiago	143974	0.886	0.043	0.63	6	ALTO	0.775	0.615	0.499	3	53	159	ALTO	ALTO	MEDIO BAJO	0.983	0.994	0.858	0.473
2024	13124	Pudahuel	Urbano	13	Metropolitana de Santiago	227820	0.644	0.169	0.549	82	MEDIO ALTO	0.588	0.626	0.433	67	44	237	ALTO	ALTO	BAJO	0.73	0.808	0.878	0.214
2024	13125	Quilicura	Urbano	13	Metropolitana de Santiago	205624	0.656	0.17	0.542	99	MEDIO ALTO	0.539	0.66	0.427	123	26	241	MEDIO ALTO	ALTO	BAJO	0.673	0.645	0.93	0.201
2024	13126	Quinta Normal	Urbano	13	Metropolitana de Santiago	129351	0.604	0.197	0.565	58	ALTO	0.609	0.599	0.485	52	61	174	ALTO	ALTO	MEDIO BAJO	0.81	0.852	0.826	0.423
2024	13127	Recoleta	Urbano	13	Metropolitana de Santiago	154615	0.59	0.212	0.588	30	ALTO	0.548	0.663	0.552	112	24	90	MEDIO ALTO	ALTO	MEDIO ALTO	0.903	0.677	0.933	0.709
2024	13128	Renca	Urbano	13	Metropolitana de Santiago	143622	0.585	0.195	0.546	88	MEDIO ALTO	0.557	0.554	0.526	104	96	123	MEDIO ALTO	MEDIO ALTO	MEDIO ALTO	0.713	0.701	0.735	0.599
2024	13129	San Joaquín	Urbano	13	Metropolitana de Santiago	95602	0.611	0.196	0.556	74	MEDIO ALTO	0.598	0.652	0.419	60	30	251	ALTO	ALTO	BAJO	0.75	0.828	0.916	0.171
2024	13130	San Miguel	Urbano	13	Metropolitana de Santiago	150829	0.727	0.129	0.596	23	ALTO	0.77	0.554	0.463	4	97	203	ALTO	MEDIO ALTO	MEDIO BAJO	0.927	0.991	0.735	0.327
2024	13131	San Ramón	Urbano	13	Metropolitana de Santiago	76002	0.54	0.192	0.546	89	MEDIO ALTO	0.529	0.446	0.663	128	227	17	MEDIO ALTO	MEDIO BAJO	ALTO	0.713	0.631	0.346	0.951
2024	13132	Vitacura	Urbano	13	Metropolitana de Santiago	86420	0.961	0.024	0.637	5	ALTO	0.699	0.66	0.551	12	27	94	ALTO	ALTO	MEDIO ALTO	0.987	0.968	0.93	0.699
2024	13201	Puente Alto	Urbano	13	Metropolitana de Santiago	568086	0.662	0.189	0.575	42	ALTO	0.584	0.679	0.461	74	17	206	ALTO	ALTO	MEDIO BAJO	0.863	0.791	0.953	0.317
2024	13202	Pirque	Rural	13	Metropolitana de Santiago	29060	0.697	0.194	0.451	242	BAJO	0.438	0.554	0.362	232	98	271	MEDIO BAJO	MEDIO ALTO	BAJO	0.197	0.328	0.735	0.102
2024	13203	San José de Maipo	Rural	13	Metropolitana de Santiago	17441	0.66	0.244	0.41	279	BAJO	0.41	0.483	0.339	266	175	284	BAJO	MEDIO BAJO	BAJO	0.076	0.233	0.494	0.059
2024	13301	Colina	Urbano	13	Metropolitana de Santiago	173293	0.745	0.246	0.581	37	ALTO	0.544	0.698	0.501	120	10	157	MEDIO ALTO	ALTO	MEDIO BAJO	0.88	0.654	0.977	0.48
2024	13302	Lampa	Urbano	13	Metropolitana de Santiago	145160	0.648	0.256	0.498	163	MEDIO BAJO	0.525	0.562	0.406	133	88	260	MEDIO ALTO	MEDIO ALTO	BAJO	0.46	0.616	0.747	0.138
2024	13303	Til Til	Rural	13	Metropolitana de Santiago	19742	0.664	0.289	0.394	287	BAJO	0.488	0.493	0.2	176	164	300	MEDIO BAJO	MEDIO ALTO	BAJO	0.049	0.491	0.529	0.007
2024	13401	San Bernardo	Urbano	13	Metropolitana de Santiago	306371	0.606	0.187	0.539	104	MEDIO ALTO	0.555	0.61	0.451	105	54	220	MEDIO ALTO	ALTO	MEDIO BAJO	0.657	0.698	0.846	0.27
2024	13402	Buin	Urbano	13	Metropolitana de Santiago	116969	0.655	0.191	0.534	116	MEDIO ALTO	0.549	0.629	0.425	111	40	244	MEDIO ALTO	ALTO	BAJO	0.617	0.683	0.887	0.191
2024	13403	Calera de Tango	Mixto	13	Metropolitana de Santiago	25491	0.699	0.186	0.479	194	MEDIO BAJO	0.465	0.419	0.553	196	269	86	MEDIO BAJO	BAJO	MEDIO ALTO	0.36	0.433	0.221	0.723
2024	13404	Paine	Mixto	13	Metropolitana de Santiago	78828	0.598	0.209	0.477	201	MEDIO BAJO	0.435	0.528	0.467	236	126	196	MEDIO BAJO	MEDIO ALTO	MEDIO BAJO	0.333	0.32	0.645	0.35
2024	13501	Melipilla	Urbano	13	Metropolitana de Santiago	136325	0.573	0.228	0.546	90	MEDIO ALTO	0.481	0.671	0.487	186	22	172	MEDIO BAJO	ALTO	MEDIO BAJO	0.713	0.462	0.945	0.43
2024	13502	Alhué	Rural	13	Metropolitana de Santiago	7768	0.6	0.291	0.464	217	MEDIO BAJO	0.547	0.43	0.416	116	249	254	MEDIO ALTO	MEDIO BAJO	BAJO	0.28	0.669	0.282	0.161
2024	13503	Curacaví	Mixto	13	Metropolitana de Santiago	35165	0.618	0.258	0.485	183	MEDIO BAJO	0.443	0.501	0.512	227	156	139	MEDIO BAJO	MEDIO ALTO	MEDIO ALTO	0.393	0.343	0.552	0.541
2024	13504	María Pinto	Rural	13	Metropolitana de Santiago	15352	0.607	0.272	0.407	280	BAJO	0.357	0.517	0.346	334	140	278	BAJO	MEDIO ALTO	BAJO	0.072	0.034	0.596	0.079
2024	13505	San Pedro	Rural	13	Metropolitana de Santiago	11108	0.534	0.319	0.422	269	BAJO	0.381	0.456	0.427	303	213	242	BAJO	MEDIO BAJO	BAJO	0.109	0.124	0.39	0.201
2024	13601	Talagante	Urbano	13	Metropolitana de Santiago	76429	0.65	0.17	0.519	139	MEDIO ALTO	0.541	0.52	0.496	121	133	163	MEDIO ALTO	MEDIO ALTO	MEDIO BAJO	0.54	0.651	0.619	0.46
2024	13602	El Monte	Mixto	13	Metropolitana de Santiago	37497	0.594	0.23	0.435	262	BAJO	0.518	0.374	0.413	140	315	257	MEDIO ALTO	BAJO	BAJO	0.132	0.596	0.092	0.148
2024	13603	Isla de Maipo	Mixto	13	Metropolitana de Santiago	39274	0.628	0.229	0.439	260	BAJO	0.465	0.554	0.297	197	99	290	MEDIO BAJO	MEDIO ALTO	BAJO	0.138	0.433	0.735	0.039
2024	13604	Padre Hurtado	Urbano	13	Metropolitana de Santiago	81243	0.655	0.196	0.573	45	ALTO	0.623	0.565	0.532	42	87	113	ALTO	ALTO	MEDIO ALTO	0.853	0.881	0.753	0.63
2024	13605	Peñaflor	Urbano	13	Metropolitana de Santiago	94402	0.661	0.151	0.583	36	ALTO	0.578	0.687	0.484	82	16	175	ALTO	ALTO	MEDIO BAJO	0.887	0.765	0.956	0.42
2024	14101	Valdivia	Urbano	14	Los Ríos	170043	0.678	0.139	0.588	31	ALTO	0.64	0.679	0.446	31	18	225	ALTO	ALTO	MEDIO BAJO	0.903	0.913	0.953	0.257
2024	14102	Corral	Rural	14	Los Ríos	5501	0.507	0.232	0.375	293	BAJO	0.412	0.464	0.249	263	205	298	BAJO	MEDIO BAJO	BAJO	0.03	0.239	0.407	0.013
2024	14103	Lanco	Mixto	14	Los Ríos	16876	0.53	0.156	0.542	100	MEDIO ALTO	0.49	0.493	0.643	174	165	21	MEDIO BAJO	MEDIO ALTO	ALTO	0.673	0.497	0.529	0.935
2024	14104	Los Lagos	Rural	14	Los Ríos	21431	0.512	0.241	0.476	202	MEDIO BAJO	0.45	0.467	0.51	221	197	145	MEDIO BAJO	MEDIO BAJO	MEDIO ALTO	0.33	0.36	0.43	0.521
2024	14105	Mafil	Mixto	14	Los Ríos	8074	0.538	0.229	0.452	237	BAJO	0.501	0.382	0.473	159	312	191	MEDIO ALTO	BAJO	MEDIO BAJO	0.214	0.547	0.098	0.367
2024	14106	Mariquina	Rural	14	Los Ríos	22973	0.516	0.266	0.496	168	MEDIO BAJO	0.492	0.422	0.573	172	262	64	MEDIO BAJO	BAJO	ALTO	0.443	0.5	0.244	0.799
2024	14107	Paillaco	Rural	14	Los Ríos	19802	0.529	0.172	0.509	154	MEDIO BAJO	0.482	0.528	0.516	185	127	133	MEDIO BAJO	MEDIO ALTO	MEDIO ALTO	0.49	0.465	0.645	0.562
2024	14108	Panguipulli	Rural	14	Los Ríos	35098	0.482	0.251	0.524	133	MEDIO ALTO	0.455	0.475	0.643	211	186	22	MEDIO BAJO	MEDIO BAJO	ALTO	0.56	0.39	0.471	0.935
2024	14201	La Unión	Rural	14	Los Ríos	38907	0.579	0.186	0.567	56	ALTO	0.567	0.546	0.588	96	107	43	MEDIO ALTO	MEDIO ALTO	ALTO	0.817	0.724	0.692	0.864
2024	14202	Futrono	Rural	14	Los Ríos	15635	0.493	0.191	0.511	148	MEDIO ALTO	0.411	0.61	0.511	264	55	142	BAJO	ALTO	MEDIO ALTO	0.513	0.236	0.846	0.534
2024	14203	Lago Ranco	Rural	14	Los Ríos	10527	0.459	0.354	0.472	207	MEDIO BAJO	0.388	0.475	0.553	295	187	87	BAJO	MEDIO BAJO	MEDIO ALTO	0.313	0.147	0.471	0.723
2024	14204	Río Bueno	Mixto	14	Los Ríos	33363	0.623	0.21	0.53	125	MEDIO ALTO	0.514	0.509	0.567	146	147	72	MEDIO ALTO	MEDIO ALTO	ALTO	0.587	0.578	0.578	0.769
2024	15101	Arica	Urbano	15	Arica y Parinacota	241653	0.633	0.183	0.572	47	ALTO	0.587	0.618	0.51	70	48	146	ALTO	ALTO	MEDIO ALTO	0.847	0.799	0.866	0.521
2024	15102	Camarones	Rural	15	Arica y Parinacota	861	0.58	0.37	NA	NA	NA	0.365	0.411	NA	324	276	NA	BAJO	BAJO	NA	NA	0.063	0.207	NA
2024	15201	Putre	Rural	15	Arica y Parinacota	1547	NA	0.309	NA	NA	NA	0.354	0.385	NA	338	306	NA	BAJO	BAJO	NA	NA	0.023	0.121	NA
2024	15202	General Lagos	Rural	15	Arica y Parinacota	508	NA	0.586	NA	NA	NA	0.374	0.483	NA	317	176	NA	BAJO	MEDIO BAJO	NA	NA	0.083	0.494	NA
2024	16101	Chillán	Urbano	16	Ñuble	190382	0.646	0.127	0.554	78	MEDIO ALTO	0.638	0.501	0.524	33	157	125	ALTO	MEDIO ALTO	MEDIO ALTO	0.743	0.907	0.552	0.589
2024	16102	Bulnes	Rural	16	Ñuble	23863	0.548	0.101	0.468	216	MEDIO BAJO	0.495	0.393	0.515	169	301	135	MEDIO ALTO	BAJO	MEDIO ALTO	0.283	0.512	0.132	0.555
2024	16103	Chillán Viejo	Mixto	16	Ñuble	32688	0.613	0.152	0.479	195	MEDIO BAJO	0.498	0.456	0.482	162	214	180	MEDIO ALTO	MEDIO BAJO	MEDIO BAJO	0.36	0.532	0.39	0.41
2024	16104	El Carmen	Rural	16	Ñuble	13186	0.472	0.19	0.481	191	MEDIO BAJO	0.379	0.467	0.598	307	198	35	BAJO	MEDIO BAJO	ALTO	0.367	0.112	0.43	0.89
2024	16105	Pemuco	Rural	16	Ñuble	8930	0.497	0.201	0.441	257	BAJO	0.427	0.411	0.484	243	277	176	MEDIO BAJO	BAJO	MEDIO BAJO	0.148	0.299	0.207	0.42
2024	16106	Pinto	Rural	16	Ñuble	12502	0.521	0.225	0.532	121	MEDIO ALTO	0.486	0.483	0.626	182	177	25	MEDIO BAJO	MEDIO BAJO	ALTO	0.6	0.477	0.494	0.925
2024	16107	Quillón	Mixto	16	Ñuble	19165	0.529	0.12	0.495	171	MEDIO BAJO	0.497	0.493	0.495	165	166	165	MEDIO ALTO	MEDIO ALTO	MEDIO BAJO	0.433	0.526	0.529	0.453
2024	16108	San Ignacio	Rural	16	Ñuble	17405	0.437	0.216	0.474	204	MEDIO BAJO	0.403	0.467	0.554	274	199	85	BAJO	MEDIO BAJO	MEDIO ALTO	0.327	0.21	0.43	0.726
2024	16109	Yungay	Mixto	16	Ñuble	18680	0.569	0.128	0.43	265	BAJO	0.504	0.459	0.326	154	209	286	MEDIO ALTO	MEDIO BAJO	BAJO	0.122	0.555	0.398	0.053
2024	16201	Quirihue	Mixto	16	Ñuble	11746	0.554	0.189	0.43	266	BAJO	0.426	0.292	0.572	244	343	65	MEDIO BAJO	BAJO	ALTO	0.122	0.294	0.009	0.792
2024	16202	Cobquecura	Rural	16	Ñuble	5495	0.506	0.243	NA	NA	NA	0.459	0.438	NA	207	240	NA	MEDIO BAJO	MEDIO BAJO	NA	NA	0.401	0.323	NA
2024	16203	Coelemu	Rural	16	Ñuble	15895	0.566	0.184	0.496	169	MEDIO BAJO	0.503	0.475	0.512	156	188	140	MEDIO ALTO	MEDIO BAJO	MEDIO ALTO	0.443	0.549	0.471	0.541
2024	16204	Ninhue	Rural	16	Ñuble	5763	0.436	0.214	0.464	218	MEDIO BAJO	0.396	0.422	0.574	285	263	61	BAJO	BAJO	ALTO	0.28	0.178	0.244	0.808
2024	16205	Portezuelo	Rural	16	Ñuble	5203	0.444	0.208	NA	NA	NA	0.386	0.448	NA	298	219	NA	BAJO	MEDIO BAJO	NA	NA	0.138	0.369	NA
2024	16206	Ranquil	Rural	16	Ñuble	6508	0.578	0.155	0.528	127	MEDIO ALTO	0.42	0.496	0.67	251	162	12	MEDIO BAJO	MEDIO ALTO	ALTO	0.58	0.273	0.532	0.964
2024	16207	Treguaco	Rural	16	Ñuble	6124	0.487	0.188	0.35	299	BAJO	0.414	0.348	0.288	261	333	293	BAJO	BAJO	BAJO	0.01	0.244	0.037	0.03
2024	16301	San Carlos	Mixto	16	Ñuble	55847	0.549	0.151	0.545	92	MEDIO ALTO	0.492	0.52	0.622	173	134	27	MEDIO ALTO	MEDIO ALTO	ALTO	0.697	0.503	0.619	0.916
2024	16302	Coihueco	Rural	16	Ñuble	29766	0.496	0.245	0.453	233	BAJO	0.386	0.448	0.524	299	220	126	BAJO	MEDIO BAJO	MEDIO ALTO	0.23	0.138	0.369	0.589
2024	16303	Ñiquén	Rural	16	Ñuble	12797	0.582	0.192	0.411	277	BAJO	0.365	0.512	0.355	325	142	275	BAJO	MEDIO ALTO	BAJO	0.082	0.063	0.59	0.092
2024	16304	San Fabián	Rural	16	Ñuble	5245	0.503	0.15	0.411	278	BAJO	0.475	0.411	0.346	190	278	279	MEDIO BAJO	BAJO	BAJO	0.082	0.451	0.207	0.079
2024	16305	San Nicolás	Rural	16	Ñuble	15099	0.546	0.197	0.584	33	ALTO	0.381	0.571	0.802	304	84	1	BAJO	ALTO	ALTO	0.893	0.124	0.759	1
2025	01101	Iquique	Urbano	1	Tarapacá	199587	0.685	0.183	0.573	58	ALTO	0.599	0.657	0.465	56	28	216	ALTO	ALTO	MEDIO BAJO	0.799	0.84	0.92	0.26
2025	01107	Alto Hospicio	Urbano	1	Tarapacá	142086	0.578	0.326	0.572	59	ALTO	0.498	0.607	0.612	166	56	23	MEDIO ALTO	ALTO	ALTO	0.796	0.529	0.836	0.924
2025	01401	Pozo Almonte	Rural	1	Tarapacá	16878	0.617	0.25	0.483	181	MEDIO BAJO	0.442	0.508	0.5	229	141	165	MEDIO BAJO	MEDIO ALTO	MEDIO BAJO	0.366	0.336	0.583	0.428
2025	01402	Camiña	Rural	1	Tarapacá	1335	0.463	0.223	NA	NA	NA	0.348	0.289	NA	340	342	NA	BAJO	BAJO	NA	NA	0.017	0.003	NA
2025	01403	Colchane	Rural	1	Tarapacá	790	0.407	0.3	NA	NA	NA	0.412	0.4	NA	267	278	NA	BAJO	BAJO	NA	NA	0.225	0.185	NA
2025	01404	Huara	Rural	1	Tarapacá	2858	0.515	0.386	NA	NA	NA	0.36	0.412	NA	331	272	NA	BAJO	BAJO	NA	NA	0.042	0.202	NA
2025	01405	Pica	Rural	1	Tarapacá	6272	0.627	0.168	0.397	269	BAJO	0.361	0.482	0.347	329	166	263	BAJO	MEDIO ALTO	BAJO	0.059	0.048	0.509	0.09
2025	02101	Antofagasta	Urbano	2	Antofagasta	401096	0.696	0.167	0.6	27	ALTO	0.61	0.697	0.494	47	16	178	ALTO	ALTO	MEDIO BAJO	0.908	0.869	0.955	0.384
2025	02102	Mejillones	Rural	2	Antofagasta	14084	0.647	0.199	0.547	91	MEDIO ALTO	0.517	0.619	0.505	135	46	158	MEDIO ALTO	ALTO	MEDIO BAJO	0.687	0.61	0.866	0.452
2025	02103	Sierra Gorda	Rural	2	Antofagasta	1472	0.618	0.165	NA	NA	NA	0.684	0.627	NA	14	41	NA	ALTO	ALTO	NA	NA	0.968	0.881	NA
2025	02104	Taltal	Rural	2	Antofagasta	12097	0.64	0.211	0.488	172	MEDIO BAJO	0.514	0.479	0.471	138	169	208	MEDIO ALTO	MEDIO BAJO	MEDIO BAJO	0.398	0.602	0.5	0.281
2025	02201	Calama	Urbano	2	Antofagasta	166334	0.689	0.168	0.567	66	ALTO	0.607	0.525	0.568	51	128	60	ALTO	MEDIO ALTO	ALTO	0.771	0.855	0.622	0.799
2025	02202	Ollagüe	Rural	2	Antofagasta	256	NA	0.161	NA	NA	NA	0.417	0.4	NA	260	279	NA	BAJO	BAJO	NA	NA	0.25	0.185	NA
2025	02203	San Pedro de Atacama	Rural	2	Antofagasta	9843	0.565	0.225	0.481	183	MEDIO BAJO	0.405	0.49	0.548	276	156	81	BAJO	MEDIO ALTO	MEDIO ALTO	0.359	0.199	0.539	0.729
2025	02301	Tocopilla	Rural	2	Antofagasta	25400	0.631	0.205	0.577	57	ALTO	0.572	0.61	0.548	86	54	79	ALTO	ALTO	MEDIO ALTO	0.806	0.753	0.842	0.729
2025	02302	María Elena	Rural	2	Antofagasta	4834	0.702	0.152	0.399	266	BAJO	0.385	0.359	0.453	303	326	223	BAJO	BAJO	BAJO	0.069	0.121	0.048	0.233
2025	03101	Copiapó	Urbano	3	Atacama	168831	0.688	0.198	0.506	142	MEDIO ALTO	0.588	0.458	0.472	69	203	206	ALTO	MEDIO BAJO	MEDIO BAJO	0.504	0.805	0.401	0.288
2025	03102	Caldera	Rural	3	Atacama	18805	0.668	0.197	0.403	264	BAJO	0.536	0.38	0.294	119	308	275	MEDIO ALTO	BAJO	BAJO	0.076	0.657	0.099	0.049
2025	03103	Tierra Amarilla	Rural	3	Atacama	11846	0.568	0.345	0.451	225	BAJO	0.429	0.368	0.556	243	322	70	MEDIO BAJO	BAJO	ALTO	0.219	0.295	0.06	0.76
2025	03201	Chañaral	Rural	3	Atacama	12345	0.63	0.228	0.412	260	BAJO	0.389	0.45	0.397	298	213	252	BAJO	MEDIO BAJO	BAJO	0.09	0.135	0.372	0.128
2025	03202	Diego de Almagro	Rural	3	Atacama	11397	0.72	0.189	0.447	229	BAJO	0.51	0.388	0.443	150	299	228	MEDIO ALTO	BAJO	BAJO	0.201	0.57	0.125	0.212
2025	03301	Vallenar	Mixto	3	Atacama	54222	0.659	0.165	0.525	116	MEDIO ALTO	0.565	0.467	0.541	99	193	92	MEDIO ALTO	MEDIO BAJO	MEDIO ALTO	0.602	0.715	0.43	0.683
2025	03302	Alto Del Carmen	Rural	3	Atacama	4788	0.566	0.279	NA	NA	NA	0.357	0.368	NA	334	323	NA	BAJO	BAJO	NA	NA	0.037	0.06	NA
2025	03303	Freirina	Rural	3	Atacama	7577	0.604	0.286	0.432	245	BAJO	0.36	0.359	0.578	332	327	49	BAJO	BAJO	ALTO	0.142	0.042	0.048	0.833
2025	03304	Huasco	Rural	3	Atacama	9369	0.647	0.178	0.467	207	MEDIO BAJO	0.457	0.458	0.484	207	204	193	MEDIO BAJO	MEDIO BAJO	MEDIO BAJO	0.282	0.402	0.401	0.332
2025	04101	La Serena	Urbano	4	Coquimbo	250141	0.695	0.131	0.569	63	ALTO	0.628	0.537	0.543	37	109	90	ALTO	MEDIO ALTO	MEDIO ALTO	0.782	0.895	0.679	0.69
2025	04102	Coquimbo	Urbano	4	Coquimbo	263719	0.651	0.167	0.561	73	MEDIO ALTO	0.606	0.528	0.548	52	119	80	ALTO	MEDIO ALTO	MEDIO ALTO	0.746	0.852	0.649	0.729
2025	04103	Andacollo	Rural	4	Coquimbo	11566	0.618	0.194	0.508	140	MEDIO ALTO	0.461	0.339	0.723	204	333	3	MEDIO BAJO	BAJO	ALTO	0.518	0.411	0.028	0.993
2025	04104	La Higuera	Rural	4	Coquimbo	4335	0.521	0.295	NA	NA	NA	0.4	0.388	NA	286	300	NA	BAJO	BAJO	NA	NA	0.174	0.125	NA
2025	04105	Paihuano	Rural	4	Coquimbo	4649	0.572	0.151	NA	NA	NA	0.353	0.429	NA	339	243	NA	BAJO	MEDIO BAJO	NA	NA	0.02	0.285	NA
2025	04106	Vicuña	Rural	4	Coquimbo	28047	0.581	0.195	0.484	180	MEDIO BAJO	0.436	0.438	0.579	237	230	48	MEDIO BAJO	MEDIO BAJO	ALTO	0.373	0.31	0.323	0.837
2025	04201	Illapel	Rural	4	Coquimbo	32009	0.634	0.17	0.525	114	MEDIO ALTO	0.482	0.528	0.564	185	120	63	MEDIO BAJO	MEDIO ALTO	ALTO	0.602	0.467	0.649	0.785
2025	04202	Canela	Rural	4	Coquimbo	9639	0.516	0.239	NA	NA	NA	0.427	0.438	NA	246	231	NA	MEDIO BAJO	MEDIO BAJO	NA	NA	0.286	0.323	NA
2025	04203	Los Vilos	Rural	4	Coquimbo	22879	0.559	0.209	0.522	123	MEDIO ALTO	0.566	0.458	0.541	98	205	97	MEDIO ALTO	MEDIO BAJO	MEDIO ALTO	0.57	0.721	0.401	0.683
2025	04204	Salamanca	Rural	4	Coquimbo	27823	0.649	0.14	0.468	204	MEDIO BAJO	0.4	0.4	0.605	284	280	27	BAJO	BAJO	ALTO	0.285	0.174	0.185	0.913
2025	04301	Ovalle	Urbano	4	Coquimbo	118696	0.597	0.18	0.521	124	MEDIO ALTO	0.505	0.54	0.518	156	106	136	MEDIO ALTO	MEDIO ALTO	MEDIO ALTO	0.567	0.549	0.688	0.528
