anio	codigo_comuna	comuna	tipo_comuna	id_region	region	habitantes	indice_de_desarrollo_humano	indice_pobreza_multidimensional	v	v_ranking	v_cat	v1	v2	v3	v1_ranking	v2_ranking	v3_ranking	v1_cat	v2_cat	v3_cat	v_gauge	v1_gauge	v2_gauge	v3_gauge
2024	07202	Chanco	Rural	7	Maule	9446	0.513	0.228	0.453	235	BAJO	0.375	0.411	0.572	316	281	67	BAJO	BAJO	ALTO	0.23	0.095	0.207	0.792
2024	07203	Pelluhue	Rural	7	Maule	8578	0.538	0.202	0.453	236	BAJO	0.504	0.348	0.509	155	337	148	MEDIO ALTO	BAJO	MEDIO ALTO	0.23	0.555	0.037	0.51
2024	07301	Curicó	Urbano	7	Maule	159968	0.624	0.174	0.602	18	ALTO	0.614	0.61	0.582	49	57	51	ALTO	ALTO	ALTO	0.943	0.86	0.846	0.841
2024	07302	Hualañé	Rural	7	Maule	10775	0.516	0.161	0.533	119	MEDIO ALTO	0.403	0.483	0.713	275	179	8	BAJO	MEDIO BAJO	ALTO	0.61	0.21	0.494	0.977
2024	07303	Licantén	Rural	7	Maule	6892	0.57	0.144	0.526	132	MEDIO ALTO	0.505	0.475	0.597	153	190	36	MEDIO ALTO	MEDIO BAJO	ALTO	0.567	0.558	0.471	0.886
2024	07304	Molina	Mixto	7	Maule	48949	0.544	0.179	0.511	151	MEDIO ALTO	0.465	0.594	0.475	198	66	186	MEDIO BAJO	ALTO	MEDIO BAJO	0.513	0.433	0.811	0.383
2024	07305	Rauco	Rural	7	Maule	11266	0.539	0.187	0.447	247	BAJO	0.484	0.512	0.346	184	144	280	MEDIO BAJO	MEDIO ALTO	BAJO	0.181	0.468	0.59	0.079
2024	07306	Romeral	Mixto	7	Maule	17233	0.595	0.164	0.452	239	BAJO	0.453	0.438	0.466	214	243	198	MEDIO BAJO	MEDIO BAJO	MEDIO BAJO	0.214	0.381	0.323	0.343
2024	07307	Sagrada Familia	Rural	7	Maule	19427	0.562	0.166	0.485	184	MEDIO BAJO	0.35	0.411	0.693	341	282	10	BAJO	BAJO	ALTO	0.393	0.014	0.207	0.971
2024	07308	Teno	Rural	7	Maule	30113	0.545	0.187	0.47	212	MEDIO BAJO	0.418	0.438	0.556	254	244	83	MEDIO BAJO	MEDIO BAJO	MEDIO ALTO	0.297	0.267	0.323	0.733
2024	07309	Vichuquén	Rural	7	Maule	4716	0.568	0.202	NA	NA	NA	0.455	0.366	NA	213	328	NA	MEDIO BAJO	BAJO	NA	NA	0.39	0.08	NA
2024	07401	Linares	Urbano	7	Maule	96744	0.619	0.105	0.547	85	MEDIO ALTO	0.535	0.509	0.596	126	150	37	MEDIO ALTO	MEDIO ALTO	ALTO	0.72	0.637	0.578	0.883
2024	07402	Colbún	Rural	7	Maule	22637	0.566	0.204	0.425	267	BAJO	0.415	0.411	0.449	258	283	222	BAJO	BAJO	MEDIO BAJO	0.115	0.25	0.207	0.263
2024	07403	Longaví	Rural	7	Maule	33299	0.492	0.215	0.424	268	BAJO	0.393	0.366	0.513	290	329	138	BAJO	BAJO	MEDIO ALTO	0.112	0.161	0.08	0.548
2024	07404	Parral	Mixto	7	Maule	45323	0.559	0.136	0.52	138	MEDIO ALTO	0.539	0.475	0.545	124	191	102	MEDIO ALTO	MEDIO BAJO	MEDIO ALTO	0.547	0.645	0.471	0.668
2024	07405	Retiro	Rural	7	Maule	22310	0.474	0.189	0.418	270	BAJO	0.374	0.403	0.476	318	294	185	BAJO	BAJO	MEDIO BAJO	0.105	0.083	0.175	0.393
2024	07406	San Javier	Mixto	7	Maule	49559	0.556	0.155	0.513	144	MEDIO ALTO	0.429	0.446	0.666	241	229	13	MEDIO BAJO	MEDIO BAJO	ALTO	0.53	0.302	0.346	0.961
2024	07407	Villa Alegre	Mixto	7	Maule	17919	0.574	0.133	0.348	300	BAJO	0.415	0.538	0.09	259	118	301	MEDIO BAJO	MEDIO ALTO	BAJO	0.007	0.256	0.674	0.003
2024	07408	Yerbas Buenas	Rural	7	Maule	20035	0.523	0.167	0.452	240	BAJO	0.385	0.512	0.459	300	145	212	BAJO	MEDIO ALTO	MEDIO BAJO	0.214	0.132	0.59	0.3
2024	08101	Concepción	Urbano	8	Biobío	230375	0.719	0.115	0.627	7	ALTO	0.7	0.642	0.539	11	38	110	ALTO	ALTO	MEDIO ALTO	0.98	0.971	0.892	0.647
2024	08102	Coronel	Urbano	8	Biobío	123648	0.609	0.136	0.559	70	ALTO	0.658	0.536	0.484	20	121	177	ALTO	MEDIO ALTO	MEDIO BAJO	0.773	0.945	0.654	0.42
2024	08103	Chiguayante	Urbano	8	Biobío	85822	0.711	0.109	0.607	16	ALTO	0.657	0.581	0.583	22	73	49	ALTO	ALTO	ALTO	0.953	0.939	0.791	0.844
2024	08104	Florida	Rural	8	Biobío	12958	0.561	0.274	0.457	226	BAJO	0.423	0.44	0.507	248	231	151	MEDIO BAJO	MEDIO BAJO	MEDIO BAJO	0.25	0.282	0.334	0.5
2024	08105	Hualqui	Mixto	8	Biobío	25795	0.56	0.209	0.495	172	MEDIO BAJO	0.581	0.467	0.439	78	201	231	ALTO	MEDIO BAJO	BAJO	0.433	0.779	0.43	0.234
2024	08106	Lota	Mixto	8	Biobío	39980	0.569	0.175	0.494	173	MEDIO BAJO	0.617	0.337	0.529	47	339	118	ALTO	BAJO	MEDIO ALTO	0.427	0.869	0.023	0.613
2024	08107	Penco	Mixto	8	Biobío	48971	0.633	0.115	0.565	59	ALTO	0.632	0.501	0.561	34	160	79	ALTO	MEDIO ALTO	MEDIO ALTO	0.81	0.904	0.552	0.747
2024	08108	San Pedro de la Paz	Urbano	8	Biobío	150992	0.723	0.095	0.601	19	ALTO	0.683	0.589	0.531	17	68	117	ALTO	ALTO	MEDIO ALTO	0.94	0.953	0.805	0.623
2024	08109	Santa Juana	Mixto	8	Biobío	14947	0.558	0.193	0.489	181	MEDIO BAJO	0.496	0.385	0.587	168	310	45	MEDIO ALTO	BAJO	ALTO	0.407	0.517	0.121	0.857
2024	08110	Talcahuano	Urbano	8	Biobío	147322	0.674	0.106	0.594	27	ALTO	0.701	0.589	0.491	10	69	170	ALTO	ALTO	MEDIO BAJO	0.923	0.974	0.805	0.44
2024	08111	Tomé	Urbano	8	Biobío	56907	0.608	0.153	0.572	50	ALTO	0.627	0.517	0.571	40	141	68	ALTO	MEDIO ALTO	ALTO	0.847	0.89	0.596	0.782
2024	08112	Hualpén	Urbano	8	Biobío	87731	0.668	0.097	0.576	41	ALTO	0.548	0.599	0.581	113	64	53	MEDIO ALTO	ALTO	ALTO	0.87	0.677	0.826	0.834
2024	08201	Lebu	Mixto	8	Biobío	25246	0.54	0.264	0.528	128	MEDIO ALTO	0.574	0.43	0.581	89	256	54	MEDIO ALTO	MEDIO BAJO	ALTO	0.58	0.747	0.282	0.834
2024	08202	Arauco	Rural	8	Biobío	37163	0.61	0.171	0.499	162	MEDIO BAJO	0.563	0.393	0.541	99	303	106	MEDIO ALTO	BAJO	MEDIO ALTO	0.463	0.715	0.132	0.658
2024	08203	Cañete	Rural	8	Biobío	34640	0.503	0.273	0.543	98	MEDIO ALTO	0.487	0.546	0.596	179	109	38	MEDIO BAJO	MEDIO ALTO	ALTO	0.677	0.483	0.692	0.883
2024	08204	Contulmo	Rural	8	Biobío	5905	0.504	0.233	0.527	130	MEDIO ALTO	0.515	0.422	0.645	144	267	19	MEDIO ALTO	BAJO	ALTO	0.573	0.59	0.244	0.942
2024	08205	Curanilahue	Mixto	8	Biobío	31119	0.577	0.198	0.551	81	MEDIO ALTO	0.588	0.501	0.565	69	161	74	ALTO	MEDIO ALTO	ALTO	0.733	0.808	0.552	0.763
2024	08206	Los Alamos	Rural	8	Biobío	21950	0.519	0.195	0.539	105	MEDIO ALTO	0.572	0.493	0.553	94	170	88	MEDIO ALTO	MEDIO ALTO	MEDIO ALTO	0.657	0.733	0.529	0.723
2024	08207	Tirúa	Rural	8	Biobío	10208	0.356	0.341	0.346	301	BAJO	0.356	0.409	0.272	336	284	297	BAJO	BAJO	BAJO	0.003	0.029	0.178	0.016
2024	08301	Los Angeles	Urbano	8	Biobío	219441	0.64	0.141	0.599	21	ALTO	0.563	0.65	0.584	100	31	48	MEDIO ALTO	ALTO	ALTO	0.937	0.715	0.913	0.847
2024	08302	Antuco	Rural	8	Biobío	4373	0.561	0.136	0.507	156	MEDIO BAJO	0.358	0.448	0.714	333	222	7	BAJO	MEDIO BAJO	ALTO	0.483	0.04	0.369	0.981
2024	08303	Cabrero	Rural	8	Biobío	31256	0.569	0.17	0.446	249	BAJO	0.523	0.44	0.373	134	232	270	MEDIO ALTO	MEDIO BAJO	BAJO	0.174	0.613	0.334	0.105
2024	08304	Laja	Mixto	8	Biobío	23706	0.616	0.163	0.479	197	MEDIO BAJO	0.526	0.438	0.474	132	245	190	MEDIO ALTO	MEDIO BAJO	MEDIO BAJO	0.36	0.622	0.323	0.38
2024	08305	Mulchén	Mixto	8	Biobío	29036	0.553	0.225	0.539	106	MEDIO ALTO	0.515	0.546	0.556	145	110	84	MEDIO ALTO	MEDIO ALTO	MEDIO ALTO	0.657	0.59	0.692	0.733
2024	08306	Nacimiento	Mixto	8	Biobío	26140	0.616	0.119	0.547	86	MEDIO ALTO	0.559	0.509	0.574	101	151	62	MEDIO ALTO	MEDIO ALTO	ALTO	0.72	0.709	0.578	0.808
2024	08307	Negrete	Rural	8	Biobío	10723	0.572	0.148	0.461	219	MEDIO BAJO	0.4	0.456	0.527	278	215	121	BAJO	MEDIO BAJO	MEDIO ALTO	0.273	0.195	0.39	0.61
2024	08308	Quilaco	Rural	8	Biobío	4440	0.549	0.179	NA	NA	NA	0.453	0.366	NA	215	330	NA	MEDIO BAJO	BAJO	NA	NA	0.381	0.08	NA
2024	08309	Quilleco	Rural	8	Biobío	9700	0.535	0.18	0.452	241	BAJO	0.356	0.467	0.532	337	202	114	BAJO	MEDIO BAJO	MEDIO ALTO	0.214	0.029	0.43	0.63
2024	08310	San Rosendo	Rural	8	Biobío	3575	0.616	0.144	NA	NA	NA	0.519	0.385	NA	139	311	NA	MEDIO ALTO	BAJO	NA	NA	0.602	0.121	NA
2024	08311	Santa Bárbara	Rural	8	Biobío	14075	0.547	0.18	0.532	123	MEDIO ALTO	0.461	0.573	0.56	203	82	82	MEDIO BAJO	ALTO	MEDIO ALTO	0.6	0.413	0.776	0.743
2024	08312	Tucapel	Rural	8	Biobío	15729	0.582	0.152	0.44	259	BAJO	0.548	0.43	0.342	114	257	282	MEDIO ALTO	MEDIO BAJO	BAJO	0.145	0.677	0.282	0.066
2024	08313	Yumbel	Mixto	8	Biobío	23170	0.539	0.161	0.47	213	MEDIO BAJO	0.489	0.456	0.466	175	216	199	MEDIO BAJO	MEDIO BAJO	MEDIO BAJO	0.297	0.494	0.39	0.343
2024	08314	Alto Biobío	Rural	8	Biobío	6016	0.298	0.389	0.367	296	BAJO	0.365	0.448	0.287	326	223	294	BAJO	MEDIO BAJO	BAJO	0.02	0.063	0.369	0.026
2024	09101	Temuco	Urbano	9	La Araucanía	292518	0.687	0.139	0.638	4	ALTO	0.658	0.753	0.502	21	4	156	ALTO	ALTO	MEDIO BAJO	0.99	0.945	0.991	0.483
2024	09102	Carahue	Rural	9	La Araucanía	24957	0.438	0.304	0.439	261	BAJO	0.409	0.419	0.489	269	272	171	BAJO	BAJO	MEDIO BAJO	0.138	0.227	0.221	0.433
2024	09103	Cunco	Rural	9	La Araucanía	19177	0.477	0.18	0.544	97	MEDIO ALTO	0.472	0.43	0.73	191	258	5	MEDIO BAJO	MEDIO BAJO	ALTO	0.69	0.448	0.282	0.987
2024	09104	Curarrehue	Rural	9	La Araucanía	7733	0.345	0.231	0.454	231	BAJO	0.376	0.477	0.508	311	182	150	BAJO	MEDIO BAJO	MEDIO ALTO	0.237	0.106	0.474	0.507
2024	09105	Freire	Rural	9	La Araucanía	26164	0.491	0.25	0.446	250	BAJO	0.425	0.475	0.437	245	192	236	MEDIO BAJO	MEDIO BAJO	BAJO	0.174	0.291	0.471	0.217
2024	09106	Galvarino	Rural	9	La Araucanía	12710	0.405	0.399	0.496	170	MEDIO BAJO	0.4	0.422	0.665	279	268	14	BAJO	BAJO	ALTO	0.443	0.195	0.244	0.958
2024	09107	Gorbea	Mixto	9	La Araucanía	14148	0.524	0.198	0.508	155	MEDIO BAJO	0.457	0.576	0.493	209	77	167	MEDIO BAJO	ALTO	MEDIO BAJO	0.487	0.395	0.785	0.447
2024	09108	Lautaro	Mixto	9	La Araucanía	41936	0.547	0.195	0.578	39	ALTO	0.541	0.629	0.564	122	41	76	MEDIO ALTO	ALTO	ALTO	0.873	0.651	0.887	0.76
2024	09109	Loncoche	Mixto	9	La Araucanía	25158	0.516	0.157	0.524	134	MEDIO ALTO	0.528	0.491	0.553	130	172	89	MEDIO ALTO	MEDIO ALTO	MEDIO ALTO	0.56	0.628	0.503	0.723
2024	09110	Melipeuco	Rural	9	La Araucanía	6796	0.44	0.176	0.447	248	BAJO	0.362	0.438	0.542	328	246	104	BAJO	MEDIO BAJO	MEDIO ALTO	0.181	0.052	0.323	0.664
2024	09111	Nueva Imperial	Mixto	9	La Araucanía	33988	0.486	0.236	0.493	176	MEDIO BAJO	0.468	0.52	0.492	195	139	168	MEDIO BAJO	MEDIO ALTO	MEDIO BAJO	0.423	0.439	0.619	0.443
2024	09112	Padre Las Casas	Mixto	9	La Araucanía	80656	0.531	0.198	0.512	146	MEDIO ALTO	0.452	0.573	0.511	218	83	143	MEDIO BAJO	ALTO	MEDIO ALTO	0.52	0.375	0.776	0.534
2024	09113	Perquenco	Rural	9	La Araucanía	7438	0.47	0.232	0.482	190	MEDIO BAJO	0.45	0.483	0.511	222	180	144	MEDIO BAJO	MEDIO BAJO	MEDIO ALTO	0.377	0.36	0.494	0.534
2024	09114	Pitrufquén	Mixto	9	La Araucanía	27041	0.537	0.175	0.574	44	ALTO	0.545	0.626	0.552	119	46	92	MEDIO ALTO	ALTO	MEDIO ALTO	0.857	0.657	0.878	0.709
2024	09115	Pucón	Rural	9	La Araucanía	32321	0.564	0.201	0.534	117	MEDIO ALTO	0.58	0.581	0.442	80	74	227	ALTO	ALTO	BAJO	0.617	0.773	0.791	0.247
2024	09116	Saavedra	Rural	9	La Araucanía	12877	0.324	0.445	0.474	206	MEDIO BAJO	0.376	0.467	0.578	312	203	58	BAJO	MEDIO BAJO	ALTO	0.327	0.106	0.43	0.815
2024	09117	Teodoro Schmidt	Rural	9	La Araucanía	15639	0.358	0.259	NA	NA	NA	0.415	0.448	NA	260	224	NA	MEDIO BAJO	MEDIO BAJO	NA	NA	0.256	0.369	NA
2024	09118	Toltén	Rural	9	La Araucanía	10041	0.444	0.267	0.397	285	BAJO	0.396	0.255	0.541	288	344	107	BAJO	BAJO	MEDIO ALTO	0.056	0.178	0.006	0.658
2024	09119	Vilcún	Rural	9	La Araucanía	31575	0.532	0.227	0.457	227	BAJO	0.443	0.467	0.461	230	204	207	MEDIO BAJO	MEDIO BAJO	MEDIO BAJO	0.25	0.343	0.43	0.317
2024	09120	Villarrica	Mixto	9	La Araucanía	67737	0.563	0.157	0.567	57	ALTO	0.613	0.629	0.458	50	42	213	ALTO	ALTO	MEDIO BAJO	0.817	0.858	0.887	0.293
2024	09121	Cholchol	Rural	9	La Araucanía	13167	0.382	0.365	0.416	274	BAJO	0.38	0.403	0.464	306	295	202	BAJO	BAJO	MEDIO BAJO	0.095	0.115	0.175	0.333
2024	09201	Angol	Urbano	9	La Araucanía	53022	0.625	0.196	0.584	34	ALTO	0.604	0.599	0.549	57	65	97	ALTO	ALTO	MEDIO ALTO	0.893	0.84	0.826	0.692
2024	09202	Collipulli	Rural	9	La Araucanía	24303	0.52	0.221	0.533	120	MEDIO ALTO	0.498	0.538	0.564	163	119	77	MEDIO ALTO	MEDIO ALTO	ALTO	0.61	0.532	0.674	0.76
2024	09203	Curacautín	Mixto	9	La Araucanía	18536	0.547	0.189	0.472	209	MEDIO BAJO	0.518	0.456	0.44	141	217	230	MEDIO ALTO	MEDIO BAJO	BAJO	0.313	0.596	0.39	0.24
2024	09204	Ercilla	Rural	9	La Araucanía	7730	0.374	0.416	NA	NA	NA	0.448	0.44	NA	223	233	NA	MEDIO BAJO	MEDIO BAJO	NA	NA	0.355	0.334	NA
2024	09205	Lonquimay	Rural	9	La Araucanía	10247	0.424	0.32	0.47	214	MEDIO BAJO	0.357	0.448	0.603	335	225	32	BAJO	MEDIO BAJO	ALTO	0.297	0.034	0.369	0.899
2024	09206	Los Sauces	Rural	9	La Araucanía	7348	0.493	0.255	0.502	161	MEDIO BAJO	0.486	0.427	0.594	183	260	39	MEDIO BAJO	BAJO	ALTO	0.47	0.477	0.25	0.877
2024	09207	Lumaco	Rural	9	La Araucanía	9253	0.441	0.341	0.4	282	BAJO	0.36	0.403	0.438	331	296	235	BAJO	BAJO	BAJO	0.066	0.046	0.175	0.23
2024	09208	Purén	Rural	9	La Araucanía	12184	0.49	0.309	0.459	223	MEDIO BAJO	0.487	0.403	0.486	180	297	173	MEDIO BAJO	BAJO	MEDIO BAJO	0.263	0.483	0.175	0.427
2024	09209	Renaico	Mixto	9	La Araucanía	10686	0.55	0.166	0.418	271	BAJO	0.431	0.403	0.42	240	298	249	MEDIO BAJO	BAJO	BAJO	0.105	0.308	0.175	0.178
2024	09210	Traiguén	Mixto	9	La Araucanía	18873	0.537	0.211	0.552	80	MEDIO ALTO	0.509	0.546	0.601	152	111	34	MEDIO ALTO	MEDIO ALTO	ALTO	0.74	0.561	0.692	0.893
2024	09211	Victoria	Mixto	9	La Araucanía	34464	0.577	0.193	0.546	91	MEDIO ALTO	0.574	0.493	0.571	90	171	69	MEDIO ALTO	MEDIO ALTO	ALTO	0.713	0.747	0.529	0.782
2024	10101	Puerto Montt	Urbano	10	Los Lagos	277040	0.652	0.155	0.594	24	ALTO	0.603	0.698	0.482	58	9	178	ALTO	ALTO	MEDIO BAJO	0.923	0.834	0.977	0.41
2024	10102	Calbuco	Mixto	10	Los Lagos	36474	0.537	0.331	0.412	276	BAJO	0.46	0.438	0.34	204	234	283	MEDIO BAJO	MEDIO BAJO	BAJO	0.086	0.41	0.323	0.062
2024	10103	Cochamó	Rural	10	Los Lagos	4199	0.497	0.227	NA	NA	NA	0.403	0.446	NA	273	226	NA	BAJO	MEDIO BAJO	NA	NA	0.21	0.346	NA
2024	10104	Fresia	Rural	10	Los Lagos	12320	0.497	0.286	0.431	263	BAJO	0.404	0.43	0.46	272	248	208	BAJO	MEDIO BAJO	MEDIO BAJO	0.128	0.213	0.282	0.31
2024	10105	Frutillar	Rural	10	Los Lagos	22554	0.592	0.203	0.453	232	BAJO	0.558	0.528	0.274	102	123	296	MEDIO ALTO	MEDIO ALTO	BAJO	0.23	0.706	0.645	0.02
2024	10106	Los Muermos	Rural	10	Los Lagos	17162	0.494	0.292	0.51	152	MEDIO BAJO	0.401	0.538	0.589	276	113	42	BAJO	MEDIO ALTO	ALTO	0.497	0.201	0.674	0.867
2024	10107	Llanquihue	Rural	10	Los Lagos	18088	0.635	0.18	0.48	192	MEDIO BAJO	0.547	0.48	0.412	115	181	258	MEDIO ALTO	MEDIO BAJO	BAJO	0.363	0.669	0.477	0.145
2024	10108	Maullín	Rural	10	Los Lagos	15063	0.495	0.302	0.479	193	MEDIO BAJO	0.41	0.671	0.355	265	20	274	BAJO	ALTO	BAJO	0.36	0.233	0.945	0.092
2024	10109	Puerto Varas	Mixto	10	Los Lagos	52942	0.729	0.14	0.583	35	ALTO	0.631	0.645	0.474	35	33	187	ALTO	ALTO	MEDIO BAJO	0.887	0.901	0.907	0.38
2024	10201	Castro	Mixto	10	Los Lagos	46997	0.618	0.182	0.46	220	MEDIO BAJO	0.55	0.472	0.359	109	193	272	MEDIO ALTO	MEDIO BAJO	BAJO	0.27	0.686	0.442	0.099
2024	10202	Ancud	Mixto	10	Los Lagos	40949	0.586	0.23	0.538	107	MEDIO ALTO	0.486	0.618	0.511	181	47	141	MEDIO BAJO	ALTO	MEDIO ALTO	0.647	0.477	0.866	0.534
2024	10203	Chonchi	Rural	10	Los Lagos	16078	0.574	0.284	0.478	198	MEDIO BAJO	0.424	0.475	0.535	246	183	112	MEDIO BAJO	MEDIO BAJO	MEDIO ALTO	0.343	0.288	0.471	0.634
2024	10204	Curaco de Vélez	Rural	10	Los Lagos	3662	0.605	0.263	0.398	283	BAJO	0.382	0.438	0.375	301	235	269	BAJO	MEDIO BAJO	BAJO	0.062	0.129	0.323	0.109
2024	10205	Dalcahue	Rural	10	Los Lagos	14894	0.544	0.286	0.474	203	MEDIO BAJO	0.435	0.456	0.531	235	211	115	MEDIO BAJO	MEDIO BAJO	MEDIO ALTO	0.327	0.32	0.39	0.623
2024	10206	Puqueldón	Rural	10	Los Lagos	4048	0.494	0.242	NA	NA	NA	0.375	0.485	NA	313	173	NA	BAJO	MEDIO BAJO	NA	NA	0.095	0.5	NA
2024	10207	Queilén	Rural	10	Los Lagos	5690	0.524	0.293	0.356	298	BAJO	0.431	0.191	0.446	239	345	224	MEDIO BAJO	BAJO	MEDIO BAJO	0.013	0.308	0.003	0.257
2024	10208	Quellón	Mixto	10	Los Lagos	28460	0.544	0.299	0.456	228	BAJO	0.46	0.438	0.471	205	236	192	MEDIO BAJO	MEDIO BAJO	MEDIO BAJO	0.243	0.41	0.323	0.363
2024	10209	Quemchi	Rural	10	Los Lagos	8409	0.48	0.234	0.369	295	BAJO	0.399	0.422	0.286	280	261	295	BAJO	BAJO	BAJO	0.023	0.19	0.244	0.023
2024	10210	Quinchao	Rural	10	Los Lagos	7678	0.569	0.252	0.471	210	MEDIO BAJO	0.396	0.475	0.542	284	184	103	BAJO	MEDIO BAJO	MEDIO ALTO	0.303	0.178	0.471	0.664
2024	10301	Osorno	Urbano	10	Los Lagos	166455	0.635	0.142	0.599	20	ALTO	0.621	0.655	0.522	43	28	127	ALTO	ALTO	MEDIO ALTO	0.937	0.878	0.922	0.582
2024	10302	Puerto Octay	Rural	10	Los Lagos	8865	0.512	0.307	0.391	290	BAJO	0.409	0.366	0.398	267	318	263	BAJO	BAJO	BAJO	0.039	0.227	0.08	0.128
2024	10303	Purranque	Rural	10	Los Lagos	19542	0.544	0.258	0.536	112	MEDIO ALTO	0.5	0.536	0.573	160	120	63	MEDIO ALTO	MEDIO ALTO	ALTO	0.63	0.538	0.654	0.799
2024	10304	Puyehue	Rural	10	Los Lagos	11712	0.539	0.239	0.511	147	MEDIO BAJO	0.451	0.456	0.626	219	212	24	MEDIO BAJO	MEDIO BAJO	ALTO	0.5	0.366	0.39	0.925
2024	10305	Río Negro	Rural	10	Los Lagos	13874	0.561	0.23	0.489	179	MEDIO BAJO	0.469	0.438	0.56	193	237	80	MEDIO BAJO	MEDIO BAJO	MEDIO ALTO	0.407	0.442	0.323	0.743
2024	10306	San Juan de la Costa	Rural	10	Los Lagos	7776	0.302	0.389	NA	NA	NA	0.343	0.393	NA	343	300	NA	BAJO	BAJO	NA	NA	0.009	0.132	NA
2024	10307	San Pablo	Rural	10	Los Lagos	10883	0.568	0.255	0.36	297	BAJO	0.463	0.374	0.242	200	314	299	MEDIO BAJO	BAJO	BAJO	0.016	0.422	0.092	0.01
2024	10401	Chaitén	Rural	10	Los Lagos	4025	0.602	0.247	0.383	292	BAJO	0.46	0.366	0.322	206	319	287	MEDIO BAJO	BAJO	BAJO	0.033	0.41	0.08	0.049
2024	10402	Futaleufú	Rural	10	Los Lagos	3062	0.565	0.227	NA	NA	NA	0.589	0.366	NA	65	320	NA	ALTO	BAJO	NA	NA	0.814	0.08	NA
2024	10403	Hualaihue	Rural	10	Los Lagos	9480	0.561	0.262	0.484	185	MEDIO BAJO	0.399	0.448	0.604	281	218	31	BAJO	MEDIO BAJO	ALTO	0.387	0.19	0.369	0.903
2024	10404	Palena	Rural	10	Los Lagos	1903	0.616	0.205	NA	NA	NA	0.546	0.411	NA	117	274	NA	MEDIO ALTO	BAJO	NA	NA	0.663	0.207	NA
2024	11101	Coyhaique	Urbano	11	Aysén del General Carlos Ibáñez del Campo	57823	0.7	0.14	0.531	124	MEDIO ALTO	0.586	0.525	0.482	71	130	179	ALTO	MEDIO ALTO	MEDIO BAJO	0.59	0.797	0.625	0.41
2024	11102	Lago Verde	Rural	11	Aysén del General Carlos Ibáñez del Campo	779	0.632	0.18	NA	NA	NA	0.499	0.403	NA	161	285	NA	MEDIO ALTO	BAJO	NA	NA	0.535	0.175	NA
2024	11201	Aisén	Rural	11	Aysén del General Carlos Ibáñez del Campo	23170	0.658	0.128	0.563	62	ALTO	0.576	0.565	0.547	86	86	100	MEDIO ALTO	MEDIO ALTO	MEDIO ALTO	0.8	0.75	0.75	0.675
2024	11202	Cisnes	Rural	11	Aysén del General Carlos Ibáñez del Campo	5137	0.644	0.123	0.497	166	MEDIO BAJO	0.584	0.366	0.541	73	321	105	ALTO	BAJO	MEDIO ALTO	0.45	0.791	0.08	0.658
2024	11203	Guaitecas	Rural	11	Aysén del General Carlos Ibáñez del Campo	1598	0.527	0.222	NA	NA	NA	0.427	0.438	NA	242	238	NA	MEDIO BAJO	MEDIO BAJO	NA	NA	0.299	0.323	NA
2024	11301	Cochrane	Rural	11	Aysén del General Carlos Ibáñez del Campo	3458	0.657	0.143	0.46	221	MEDIO BAJO	0.553	0.403	0.423	106	286	245	MEDIO ALTO	BAJO	BAJO	0.27	0.695	0.175	0.188
2024	11302	O'Higgins	Rural	11	Aysén del General Carlos Ibáñez del Campo	647	0.664	0.121	NA	NA	NA	0.549	0.403	NA	110	287	NA	MEDIO ALTO	BAJO	NA	NA	0.683	0.175	NA
2024	11303	Tortel	Rural	11	Aysén del General Carlos Ibáñez del Campo	505	0.581	0.123	NA	NA	NA	0.367	0.31	NA	320	342	NA	BAJO	BAJO	NA	NA	0.075	0.011	NA
2024	11401	Chile Chico	Rural	11	Aysén del General Carlos Ibáñez del Campo	4905	0.6	0.163	0.493	174	MEDIO BAJO	0.497	0.403	0.579	164	288	56	MEDIO ALTO	BAJO	ALTO	0.423	0.526	0.175	0.821
2024	11402	Río Ibáñez	Rural	11	Aysén del General Carlos Ibáñez del Campo	2723	0.536	0.188	NA	NA	NA	0.501	0.475	NA	157	185	NA	MEDIO ALTO	MEDIO BAJO	NA	NA	0.547	0.471	NA
2024	12101	Punta Arenas	Urbano	12	Magallanes y de la Antártica Chilena	132363	0.711	0.071	0.615	11	ALTO	0.648	0.671	0.526	27	21	122	ALTO	ALTO	MEDIO ALTO	0.967	0.924	0.945	0.599
2024	12102	Laguna Blanca	Rural	12	Magallanes y de la Antártica Chilena	269	0.733	0.004	NA	NA	NA	0.415	0.411	NA	257	275	NA	BAJO	BAJO	NA	NA	0.25	0.207	NA
2024	12103	Río Verde	Rural	12	Magallanes y de la Antártica Chilena	102	NA	0.001	NA	NA	NA	0.342	0.385	NA	344	304	NA	BAJO	BAJO	NA	NA	0.006	0.121	NA
2024	12104	San Gregorio	Rural	12	Magallanes y de la Antártica Chilena	241	0.637	0.094	NA	NA	NA	0.382	0.459	NA	302	208	NA	BAJO	MEDIO BAJO	NA	NA	0.129	0.398	NA
2024	12201	Cabo de Hornos	Rural	12	Magallanes y de la Antártica Chilena	1750	0.791	0.016	NA	NA	NA	0.47	0.438	NA	192	239	NA	MEDIO BAJO	MEDIO BAJO	NA	NA	0.445	0.323	NA
2024	12301	Porvenir	Rural	12	Magallanes y de la Antártica Chilena	6809	0.734	0.124	0.538	108	MEDIO ALTO	0.585	0.493	0.537	72	163	111	ALTO	MEDIO ALTO	MEDIO ALTO	0.647	0.794	0.529	0.637
